#ID,基カードID,同カードID,冠名,メイン名,スタックか？,レアリティ,レアリティプラス,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,通常スキルID,アーサーボーナススキルID,サポートスキルID,スキルLv上限,スキル?????ID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材タイプ,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,卡牌作用,卡牌出处,是能够分解或培养,分解基数,培养基数,是否4188(客户端）,
#,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],忠誠度UP,スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,
10000013,10000013,10000010,激情之炎涡,第二型加荷里斯,,ULTRARARE,,0,779,1154,0,130,192,0,0,0,0,0,0,0,50,100,90,11100041,11100042,,1,1,10000013,0,10000013,1,L,105,15000,,加入强大的洛特王基因的骑士之一。虽然拥有恐怖的力量，但是容易将对敌人的恨意混同为正义感。一旦将对手视作敌人，哪怕是亲密好友或者再生父母，也会毫不犹豫地发动攻击。单纯以战斗力角度考虑，其坚定不移的破坏行为极为优秀。如果想利用他来为非作歹，其剑锋会倒戈直指国王的头颅。,まろ,浪川 大辅,MALE,75,65,82,171,62,RIGHT,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,男性,C:75、W:65、H:82,171cm,62kg,右,,,,,,,,,伸张正义谁都能做到。不列颠的王，你做好就算是牺牲一切也要讨伐邪恶的觉悟了么？,善恶其实表里一体。不要屈服，将信念贯彻到底吧。,只有接受的正义的矛盾，才能造就强大的意志之刃。,要干的事已经决定好了。现在只需要一步步去完成。,这把剑，为的是拯救不列颠。只是为了这个大义存在。,只有拥有意志的的人们才被允许的力量。希望不会误入歧途。,王，一起来吧。到邪恶弥漫的战场去。,大家举起剑吧。为了王的荣耀。,这是谁丢的东西啊。虽然不是很赞赏……,锄强扶弱。王，你做好觉悟了么？,王，你才是正义的。请给予我崇高的指示。,在行恶之人眼中，我才是恶吧。在没有明确基准的情况下，相信自己，行使正义，和王共同前进。,是恶就不要避开这正义的刀剑！,正义不可能不胜利。,这种事，一定是恶作剧的梦！,600040010,600040020,600040030,600040010,600040050,600040030,600040020,600040080,600040080,600040100,,,进化,2,,20,,
10000018,10000018,10000018,骑士,第二型毕斯克拉乌莉特,,HIGHNORMAL,,0,104,173,0,13,22,0,0,0,0,13,22,0,20,100,30,11100081,11100082,,1,0,10000018,0,10000018,1,M,102,500,,本是一名优秀的骑士，由于其力量遭到嫉妒，经魔法诅咒化身为狼人。外表看似粗犷其实很注重学习，只要她愿意便可自行解开诅咒。不过解开诅咒便失去狼人的蛮力，保持现状也不失为良策。,兔冢エイジ,井泽 诗织,FEMALE,82,55,84,148,39,RIGHT,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,毕竟我是人狼嘛。和那群骑士比起来更有力气啊。,我叫毕斯克拉乌莉特。就是通常所说的人狼什么的啊。,我是毕斯克拉乌莉特。就是人们通常所说的人狼啦。,毕斯克拉乌莉特，力～量～大～增～！,磨牙就是这么回事吧。,不能抑制的力量，好有魅力啊！,好啊。跟你走。,需要我的力量？,这里有个宝箱，姑且，先捡了再说？,真是强敌呢……要逃跑么？,人家又不是狗，才不会随便对谁都亲近呢…汪！,我的人狼之力，要尽情使用哦。,野性之血都沸腾啦！,不能战斗了就退下去！,那个，还继续散步吗……？,600060010,600060020,600060030,600060010,600060050,600060030,600060020,600060080,600060080,600060100,,,普通副本，扭蛋,2,,20,,
10000019,10000019,10000018,人狼骑士,第二型毕斯克拉乌莉特,,RARE,,0,216,320,0,27,40,0,0,0,0,27,40,0,30,100,50,11100091,11100092,,1,1,10000019,0,10000019,1,M,103,1000,,本是一名优秀的骑士，由于其力量遭到嫉妒，经魔法诅咒化身为狼人。外表看似粗犷其实很注重学习，只要她愿意便可自行解开诅咒。不过解开诅咒便失去狼人的蛮力，保持现状也不失为良策。,兔冢エイジ,井泽 诗织,FEMALE,82,55,84,148,39,RIGHT,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,我是人狼，所以鼻子很好使，有事想瞒着我是不可能的哦。,你就是王？有能发挥好我全部能力的自信吗？,呵呵。重生后的样子也不赖呢。,哼哼～，又变强了啦！,就是因为有这种怪力，人家才愿意一直当人狼的呢！,毕斯克拉乌莉特，火力全开！,那，我就去了哦！,需要我帮忙么？,宝箱呢。看上去也不像是有主的，打开看看？,嗅嗅……小心点，有不得了的东西靠近。,只是稍微的话，可以让你摸摸哦。,尾巴？　才没有摇啊！这个是……它自己动起来的！,想让我先咬哪里啊？,稍后我要吃特大号牛排！,这就动不了了？真不像话。,600060010,600060020,600060030,600060010,600060050,600060030,600060020,600060080,600060080,600060100,,,普通副本，扭蛋，进化,2,,20,,
10000020,10000020,10000018,篝火之人狼,第二型毕斯克拉乌莉特,,SUPERRARE,,0,335,559,0,42,70,0,0,0,0,42,70,0,40,100,70,11100101,11100102,,1,1,10000020,0,10000020,1,L,104,5000,,本是一名优秀的骑士，由于其力量遭到嫉妒，经魔法诅咒化身为狼人。外表看似粗犷其实很注重学习，只要她愿意便可自行解开诅咒。不过解开诅咒便失去狼人的蛮力，保持现状也不失为良策。,兔冢エイジ,井泽 诗织,FEMALE,82,55,84,148,39,RIGHT,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,嗅嗅。你味道挺不错的啊。,你想要我吧？可以再高兴点哦。,又来为你效劳了。,不要小看人狼的成长潜力。,要以为我只有怪力过人，就大错特错了。,变得这么强，或许又要被嫉妒了。,不错啊。要去哪儿？,这就来救你！,宝箱哦！呐，要开咯？,有血的味道……。那家伙可能很危险。,会摸我头的，也就只有你了。,狼并非对谁都会摇尾巴的。是因为你在我身边才这样的。,你以为比腕力能赢过狼人吗？,这下稍微能打了？,有腐臭味了……。,600060010,600060020,600060030,600060010,600060050,600060030,600060020,600060080,600060080,600060100,,,进化,2,,20,,
10000021,10000021,10000018,劫火之魔狼,第二型毕斯克拉乌莉特,,ULTRARARE,,0,623,923,0,78,115,0,0,0,0,78,115,0,50,100,90,11100111,11100112,,1,1,10000021,0,10000021,1,L,105,15000,,本是一名优秀的骑士，由于其力量遭到嫉妒，经魔法诅咒化身为狼人。外表看似粗犷其实很注重学习，只要她愿意便可自行解开诅咒。不过解开诅咒便失去狼人的蛮力，保持现状也不失为良策。,兔冢エイジ,井泽 诗织,FEMALE,82,55,84,148,39,RIGHT,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,女性,B:82、W:55、H:84,148cm,39kg,右,,,,,,,,,噢噢～～～～！看到月亮就莫名地想嚎叫啊……。,太好了！有我这个人狼在能顶百人之力。,怎样？　见到变得更强的我很高兴吧！,我还能继续变得更强的！,不管是牙还是魅力都棒棒的。,走到哪算哪？,散步！要去散步吗？,呜！不许对亚瑟下手！,发现宝箱了。哼哼我了不起吧。,感觉有些不妙啊怎么办，要干掉那家伙吗？,来摸摸我的头！用点力！,能帮到你，这诅咒对我来说也成了祝福。,牙跟锤子，选哪个？,就交给本人狼吧！,这次一定要保护好！！,600060010,600060020,600060030,600060010,600060050,600060030,600060020,600060080,600060080,600060100,,,进化,2,,20,,
10000022,10000022,10000022,骑士,第二型佩里诺亚,,HIGHNORMAL,,0,104,173,0,13,22,0,13,22,0,0,0,0,20,100,30,12100011,12100012,,1,0,10000022,0,10000022,1,S,102,500,,完成『折断王者之剑』这种动摇不列颠根基的伟业的不详的骑士。置『外敌』于不顾每日在森林里寻找奇兽。虽然也有意见表示希望能作为紧急制动器，阻止超过百万的亚瑟王中一旦出现暴走的人并迅速夺取其力量，但是…,笑里キリコ,阿澄 佳奈,FEMALE,78,53,81,149,47,RIGHT,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,咦？　应该是这边没错呀。喂喂那边的王，见到那家伙了吗？嗯？到底跑哪去了啊。,有消息称这边发现了幻兽！莫非你是第一发现者？,有消息称这边发现了幻兽！莫非你是第一发现者？,我对速度很有自信哦？嘻嘻，要赛跑吗？,这下就能追上了！呃…去了哪儿来着。,其实战斗都无所谓的。我的目的是那家伙！,（嗅嗅）直觉告诉我是这边！讨厌啦，当然是在探索啦？,不赶紧的话会被逃掉的！没时间慢悠悠的了？,果然宝箱就是好呢。被追也不会跑。,敌人很厉害的样子呢！王啊，要小心哦。,感觉跟着王，就会离那家伙越来越近。嘻嘻。,王我可以求件事吗？我想要匹快马！一定会派上用场的。行不？,别挡道！　快让开！,再慢吞吞的就丢下你咯！,呜，又被逃掉了…。,600070010,600070020,600070030,600070010,600070050,600070030,600070020,600070080,600070080,600070100,,,普通副本，扭蛋,2,,20,,
10000023,10000023,10000022,寻兽者,第二型佩里诺亚,,RARE,,0,216,320,0,27,40,0,27,40,0,0,0,0,30,100,50,12100021,12100022,,1,1,10000023,0,10000023,1,S,103,1000,,完成『折断王者之剑』这种动摇不列颠根基的伟业的不详的骑士。置『外敌』于不顾每日在森林里寻找奇兽。虽然也有意见表示希望能作为紧急制动器，阻止超过百万的亚瑟王中一旦出现暴走的人并迅速夺取其力量，但是…,笑里キリコ,阿澄 佳奈,FEMALE,78,53,81,149,47,RIGHT,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,嗯嗯，是那家伙的气息！抱歉可以稍微等会吗？我这就去抓来！等等！,咦自我介绍？　抱歉，我忙着呢等会再说！,锵锵！　进化之后变得更快的佩里诺亚哟！,准备运动，1、2、3。王也一起来吗？,唔，要是能在天上飞就更快了。,感觉他就在附近！就是挖地三尺也要找到！,先遣队佩里诺亚，出发！王，请借我马！,我来帮忙。啊，要把马还给你吗？,有什么掉了哦，给。有找到吗？,嘿！　这气息或许是那家伙！冷静，深呼吸，深呼吸…。,呜呜、这气息是王吧！？我能够认出王了。,王，早上了。快起来！现在是晨练的时间！　每天都要锻炼，目标不列颠之行！,没时间管你啊。,唔，要不在这里休息下？,呜呜，我不想输！,600070010,600070020,600070030,600070010,600070050,600070030,600070020,600070080,600070080,600070100,,,普通副本，扭蛋，进化,2,,20,,
10000024,10000024,10000022,放浪猎手,第二型佩里诺亚,,SUPERRARE,,0,335,559,0,42,70,0,42,70,0,0,0,0,40,100,70,12100031,12100032,,1,1,10000024,0,10000024,1,M,104,5000,,完成『折断王者之剑』这种动摇不列颠根基的伟业的不详的骑士。置『外敌』于不顾每日在森林里寻找奇兽。虽然也有意见表示希望能作为紧急制动器，阻止超过百万的亚瑟王中一旦出现暴走的人并迅速夺取其力量，但是…,笑里キリコ,阿澄 佳奈,FEMALE,78,53,81,149,47,RIGHT,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,我所找的幻兽？　毛乱糟糟的有些地方又很光滑，以为在结果又不在…。王你知道他在哪吗？,王也会探险啊。那我也来帮忙！,以后要帮王的忙了！于是先开始搜索吧！,呵呵呵，现在的我非常快哦！这下能追上那幻兽了吧！,抓捕的技术吗。原来如此，受教了！,竖起耳朵听立起鼻子闻…。嗅嗅，今晚能大吃一顿吗？,好了好了，出发探险去！咦，那边？　不是这边吗？,让开让开！小佩里诺亚路过！,嗅嗅！　有这个宝贝就可以秒杀那家伙了！,躲在暗处悄悄地！踮着脚走～。,嗅嗅，嗅嗅。嘻嘻王的味道让人平静?,虽然我觉得必须追逐下去，但完全不知道是怎样的幻兽。一想到是不是真的存在就有点…。不，没什么！,看起来好像不动一样呢！,别发呆了快起来！,必须找到…一定要找到…！,600070010,600070020,600070030,600070010,600070050,600070030,600070020,600070080,600070080,600070100,,,进化,2,,20,,
10000025,10000025,10000022,幻兽猎人,第二型佩里诺亚,,ULTRARARE,,0,623,923,0,78,115,0,78,115,0,0,0,0,50,100,90,12100041,12100042,,1,1,10000025,0,10000025,1,L,105,15000,,完成『折断王者之剑』这种动摇不列颠根基的伟业的不详的骑士。置『外敌』于不顾每日在森林里寻找奇兽。虽然也有意见表示希望能作为紧急制动器，阻止超过百万的亚瑟王中一旦出现暴走的人并迅速夺取其力量，但是…,笑里キリコ,阿澄 佳奈,FEMALE,78,53,81,149,47,RIGHT,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,女性,B:78、W:53、H:81,149cm,47kg,右,,,,,,,,,我所找的幻兽？　毛乱糟糟的有些地方又很光滑，以为在结果又不在…。王你知道他在哪吗？,王也会探险啊。那我也来帮忙！,以后要帮王的忙了！于是先开始搜索吧！,呵呵呵，现在的我非常快哦！这下能追上那幻兽了吧！,抓捕的技术吗。原来如此，受教了！,竖起耳朵听立起鼻子闻…。（嗅嗅）今晚吃大餐吗？,好了好了，出发探险去！咦，那边？　不是这边吗？,让开让开！小佩里诺亚路过！,嗅嗅！　有这个宝贝就可以秒杀那家伙了！,躲在暗处悄悄地！踮着脚走～。,嗅嗅，嗅嗅。嘻嘻王的味道让人平静?,虽然我觉得必须追逐下去，但完全不知道是怎样的幻兽。一想到是不是真的存在就有点…。不，没什么！,看起来好像不动一样呢！,别发呆了快起来！,必须找到…一定要找到…！,600070010,600070020,600070030,600070010,600070050,600070030,600070020,600070080,600070080,600070100,,,进化,2,,20,,
10000026,10000026,10000026,骑士,第二型玛洛斯,,NORMAL,,0,65,144,0,11,24,0,0,0,0,0,0,0,15,100,10,11400011,11400012,,1,0,10000026,0,10000026,1,S,101,300,,本来是信奉清廉洁白的高贵的骑士。但是只有判断出是如果不用卑鄙手段就绝对赢不了的胜负的时候，才会在刀刃上涂抹必杀毒药从而发挥出真正的本领。而这种毒可以被金发伊索德解掉。但是他并没有发觉他这种背负所有污名，为了不列颠只身一人踏上了使用歪门邪道的修罗之路的身姿，其实被为数不少的骑士敬仰着。,鸣穗クロ,川原 庆久,MALE,88,75,81,185,74,RIGHT,,,,,,,,,男性,C:88、W:75、H:81,185cm,74kg,右,,,,,,,,,男性,C:88、W:75、H:81,185cm,74kg,右,,,,,,,,,呼…哈…嘿！！王要不要与我一同修炼？最后值得信赖的，就只有自己的双手了。,如有战事请尽管叫上我。我的剑为王而挥舞。,如有战事请尽管叫上我。我的剑为王而挥舞。,继续累积锻炼吧。,毒的魔法吗…。虽然作为骑士这一力量可耻…。,接下来就是与自身的战斗了。决不能在此止步。,虽然还没感觉到敌人的气息但不可大意。,我帮忙支援。队列别乱。,宝箱啊…打开吧。,虽然是强敌，但找上门来的不好好招待怎行…要上了！,王的工作让人佩服。请更自信些。,只要王坚持信念付出行动我就鞠躬尽瘁我的剑技就是为此而练的。,用你的身体来尝尝我的毒之剑技吧！,休想接近王。,不用急等下次机会。,600080010,600080020,600080030,600080010,600080050,600080030,600080020,600080090,600080090,600080100,,SELL,普通副本，扭蛋,2,,20,,
10000027,10000027,10000026,毒之骑士,第二型玛洛斯,,HIGHNORMAL,,0,130,216,0,22,36,0,0,0,0,0,0,0,20,100,30,11400021,11400022,,1,0,10000027,0,10000027,1,S,102,500,,本来是信奉清廉洁白的高贵的骑士。但是只有判断出是如果不用卑鄙手段就绝对赢不了的胜负的时候，才会在刀刃上涂抹必杀毒药从而发挥出真正的本领。而这种毒可以被金发伊索德解掉。但是他并没有发觉他这种背负所有污名，为了不列颠只身一人踏上了使用歪门邪道的修罗之路的身姿，其实被为数不少的骑士敬仰着。,鸣穗クロ,川原 庆久,MALE,88,75,81,185,74,RIGHT,,,,,,,,,男性,C:88、W:75、H:81,185cm,74kg,右,,,,,,,,,男性,C:88、W:75、H:81,185cm,74kg,右,,,,,,,,,稍等…。我将成为王的左右手而挥剑。但现在时候未到。,王有使命。而我则是为了实现使命的棋子。,…不必多言。我用自己的剑来赢得信赖。,这是活下来必须的力量。锻炼自己没有坏处。,没多少人能解我的毒。王靠近我的时候也请小心。,这就好…。这力量能够守护王。,准备好了吗。…没忘东西吧？,不能让王冒险。我来吧。,我去确认下有没有危险。王请在此等候。,大家伙呢。值得当我的对手。,开始有作为王的自觉了。我也很高兴。,…真是不可思议的王。在你身边我心情平静。或许这也是成为王的素质。,站在王前者皆为我斩！,这里就交给我吧。,抱歉，吾王…。,600080010,600080020,600080030,600080010,600080050,600080030,600080020,600080090,600080090,600080100,,SELL,普通副本，扭蛋，进化,2,,20,,
