#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,,,発動トリガー,,,,,,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,,PvE,PvP,,,,発動タイミング,保持ターン,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,一枚ごとの倍率上昇,分岐発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
#傭兵アーサー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#攻撃_ロンチ無課金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#第二型ガヘリス_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100062,打擊劍=敗者復活,GET OVER LOSE,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100062,
11100071,打擊劍=敗者復活,GET OVER LOSE,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100071,
11100072,打擊劍=敗者復活,GET OVER LOSE,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100072,
#第二型ビスクラヴレット_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100081,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100081,
11100082,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100082,
11100091,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100091,
11100092,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100092,
11100101,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100101,
11100102,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100102,
11100111,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100111,
11100112,壓壞槌=裝甲粉碎,STRONG HAMMER,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100112,
#特異型ナージェジタ_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100121,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100121,
11100122,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100122,
11100131,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100131,
11100132,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100132,
11100141,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100141,
11100142,騎兵槍=邪路掃射,DIRTY OPEN FIRE,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100142,
#教練型ケイ_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100151,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100151,
11100152,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100152,
11100161,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100161,
11100162,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100162,
11100171,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100171,
11100172,疾風舞擊#32,STORM BLAST,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100172,
#第二型アグラヴェイン_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100181,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100181,
11100182,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100182,
11100191,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100191,
11100192,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100192,
11100201,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100201,
11100202,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100202,
11100211,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100211,
11100212,騎士剖析#25,MENTAL CRUSH,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100212,
#第二型グロマーソマージョア_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100221,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100221,
11100222,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100222,
11100231,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100231,
11100232,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100232,
11100241,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100241,
11100242,增強杖=臂力亂擊,PHYSICAL SMASH,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100242,
#支援型ブランシュフルール_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100251,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100251,
11100252,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100252,
11100261,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100261,
11100262,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100262,
11100271,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100271,
11100272,術暗/領土粉碎,TERRITORY SURVICE,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,2,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100272,
#特異型アキレウス_R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100281,過小劍=亂入敵陣,STRIKE THE TROY,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100281,
11100282,過小劍=亂入敵陣,STRIKE THE TROY,敵單體/物理/{1}的暗屬性傷害<br>低機率停止敵人部位行動,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,440,440,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100282,
11100291,過小劍=亂入敵陣,STRIKE THE TROY,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100291,
11100292,過小劍=亂入敵陣,STRIKE THE TROY,敵單體/物理/{1}的暗屬性傷害<br>低機率停止敵人部位行動,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,440,440,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100292,
#攻撃_ロンチ課金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#虚無型エターナル・フレイム_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100301,龍炎雙掌=紅蒼火焰,BLAZING HANDS,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,5,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100301,
11100302,龍炎雙掌=紅蒼火焰,BLAZING HANDS,敵全體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,5,420,420,RANK4,100,ENEMY_ALL,,,,,,,,,20,,,,,,,,11100302,
11100311,龍炎雙掌=紅蒼火焰,BLAZING HANDS,敵單體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,5,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100311,
11100312,龍炎雙掌=紅蒼火焰,BLAZING HANDS,敵全體/物理/{1}的火屬性傷害,1,1,,ATTACK,,,ATTACK,FIRE,MERCENARY,PHYSICS,5,420,420,RANK5,100,ENEMY_ALL,,,,,,,,,20,,,,,,,,11100312,
#支援型オルウェン_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100321,生死問題#11,GAMBLE QUESTION,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100321,
11100322,生死問題#11,GAMBLE QUESTION,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100322,
11100331,生死問題#11,GAMBLE QUESTION,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100331,
11100332,生死問題#11,GAMBLE QUESTION,敵單體/物理/{1}的冰屬性傷害,1,1,,ATTACK,,,ATTACK,ICE,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100332,
#第二型ローエングリン_R/SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100341,術光／惡性斷裂,CLEAN BADLUCK,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,3,430,430,RANK1,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100341,
11100342,術光／惡性斷裂,CLEAN BADLUCK,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100342,
11100351,術光／惡性斷裂,CLEAN BADLUCK,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100351,
11100352,術光／惡性斷裂,CLEAN BADLUCK,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,3,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100352,
#複製型漁夫王_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100361,神聖槍=斷裂貫穿,LANCE OF SAINT BLOOD,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100361,
11100362,神聖槍=斷裂貫穿,LANCE OF SAINT BLOOD,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100362,
11100371,神聖槍=斷裂貫穿,LANCE OF SAINT BLOOD,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100371,
11100372,神聖槍=斷裂貫穿,LANCE OF SAINT BLOOD,敵單體/物理/{1}的暗屬性傷害,1,1,,ATTACK,,,ATTACK,DARK,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100372,
#制圧型パーシヴァル_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100381,術風／貫穿峽谷,DROP OF CHARIS,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100381,
11100382,術風／貫穿峽谷,DROP OF CHARIS,敵單體/物理/{1}的風屬性傷害<br>高機率發生爆擊,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100382,
11100391,術風／貫穿峽谷,DROP OF CHARIS,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100391,
11100392,術風／貫穿峽谷,DROP OF CHARIS,敵單體/物理/{1}的風屬性傷害<br>高機率發生爆擊,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,4,430,430,RANK5,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100392,
#攻撃_UD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#妖精ギリードゥ_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100401,Error aa1a1aa,細手挖掘,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100401,
11100402,Error aa1a1aa,細手挖掘,敵單體/物理/{1}的光屬性傷害<br>高機率發生爆擊,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,4,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100402,
11100411,Error aa1a1aa,細手挖掘,敵單體/物理/{1}的光屬性傷害,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,4,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100411,
11100412,Error aa1a1aa,細手挖掘,敵單體/物理/{1}的光屬性傷害<br>高機率發生爆擊,1,1,,ATTACK,,,ATTACK,LIGHT,MERCENARY,PHYSICS,4,430,430,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100412,
#支援型アストラトエレイン_SR/UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100421,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100421,
11100422,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害<br>3回合/魔法傷害{11}下降,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,440,400,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100422,
11100431,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100431,
11100432,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害<br>3回合/魔法傷害{11}下降,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,440,400,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100432,
11100441,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,430,430,RANK3,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100441,
11100442,悲戀華=最終獻身,TRAGIC HEARTS,敵單體/物理/{1}的風屬性傷害<br>3回合/魔法傷害{11}下降,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,5,440,400,RANK5,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100442,
#蹴球型リトルグレイ_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100451,術風／足球拾取,ABDUCTION,敵單體/物理/{1}的風屬性傷害,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,3,430,430,RANK2,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100451,
11100452,術風／足球拾取,ABDUCTION,敵單體/物理/{1}的風屬性傷害<br>自己/2回合/物理傷害{11}上升,1,1,,ATTACK,,,ATTACK,WIND,MERCENARY,PHYSICS,3,400,400,RANK4,100,ENEMY_ONE,,,,,,,,,20,,,,,,,,11100452,
