#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
60000133,[光]物攻熟達 Lv3,LIGHT MASTERY,光屬性物理傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000133,
60000141,[暗]物攻熟達 Lv1,DARK MASTERY,暗屬性物理傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000141,
60000142,[暗]物攻熟達 Lv2,DARK MASTERY,暗屬性物理傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000142,
60000143,[暗]物攻熟達 Lv3,DARK MASTERY,暗屬性物理傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000143,
60000151,[火]魔攻熟達 Lv1,FIRE MASTERY,火屬性魔法傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000151,
60000152,[火]魔攻熟達 Lv2,FIRE MASTERY,火屬性魔法傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000152,
60000153,[火]魔攻熟達 Lv3,FIRE MASTERY,火屬性魔法傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000153,
60000161,[冰]魔攻熟達 Lv1,ICE MASTERY,冰屬性魔法傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000161,
60000162,[冰]魔攻熟達 Lv2,ICE MASTERY,冰屬性魔法傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000162,
60000163,[冰]魔攻熟達 Lv3,ICE MASTERY,冰屬性魔法傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000163,
60000171,[風]魔攻熟達 Lv1,WIND MASTERY,風屬性魔法傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000171,
60000172,[風]魔攻熟達 Lv2,WIND MASTERY,風屬性魔法傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000172,
60000173,[風]魔攻熟達 Lv3,WIND MASTERY,風屬性魔法傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000173,
60000181,[光]魔攻熟達 Lv1,LIGHT MASTERY,光屬性魔法傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000181,
60000182,[光]魔攻熟達 Lv2,LIGHT MASTERY,光屬性魔法傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000182,
60000183,[光]魔攻熟達 Lv3,LIGHT MASTERY,光屬性魔法傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000183,
60000191,[暗]魔攻熟達 Lv1,DARK MASTERY,暗屬性魔法傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000191,
60000192,[暗]魔攻熟達 Lv2,DARK MASTERY,暗屬性魔法傷害1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000192,
60000193,[暗]魔攻熟達 Lv3,DARK MASTERY,暗屬性魔法傷害3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000193,
60000201,[火]物魔熟達 Lv1,FIRE MASTERY,火屬性傷害0.2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000201,
60000202,[火]物魔熟達 Lv2,FIRE MASTERY,火屬性傷害0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000202,
60000203,[火]物魔熟達 Lv3,FIRE MASTERY,火屬性傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000203,
60000211,[冰]物魔熟達 Lv1,ICE MASTERY,冰屬性傷害0.2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000211,
60000212,[冰]物魔熟達 Lv2,ICE MASTERY,冰屬性傷害0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000212,
60000213,[冰]物魔熟達 Lv3,ICE MASTERY,冰屬性傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000213,
60000221,[風]物魔熟達 Lv1,WIND MASTERY,風屬性傷害0.2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000221,
60000222,[風]物魔熟達 Lv2,WIND MASTERY,風屬性傷害0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000222,
60000223,[風]物魔熟達 Lv3,WIND MASTERY,風屬性傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000223,
60000231,[光]物魔熟達 Lv1,LIGHT MASTERY,光屬性傷害0.2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000231,
60000232,[光]物魔熟達 Lv2,LIGHT MASTERY,光屬性傷害0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000232,
60000233,[光]物魔熟達 Lv3,LIGHT MASTERY,光屬性傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000233,
60000241,[暗]物魔熟達 Lv1,DARK MASTERY,暗屬性傷害0.2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000241,
60000242,[暗]物魔熟達 Lv2,DARK MASTERY,暗屬性傷害0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000242,
60000243,[暗]物魔熟達 Lv3,DARK MASTERY,暗屬性傷害1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000243,
60000251,[火]物攻增強 Lv1,FIRE ENHANCE,火屬性物理傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000251,
60000252,[火]物攻增強 Lv2,FIRE ENHANCE,火屬性物理傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000252,
60000253,[火]物攻增強 Lv3,FIRE ENHANCE,火屬性物理傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000253,
60000261,[冰]物攻增強 Lv1,ICE ENHANCE,冰屬性物理傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000261,
60000262,[冰]物攻增強 Lv2,ICE ENHANCE,冰屬性物理傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000262,
60000263,[冰]物攻增強 Lv3,ICE ENHANCE,冰屬性物理傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000263,
60000271,[風]物攻增強 Lv1,WIND ENHANCE,風屬性物理傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000271,
60000272,[風]物攻增強 Lv2,WIND ENHANCE,風屬性物理傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000272,
60000273,[風]物攻增強 Lv3,WIND ENHANCE,風屬性物理傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000273,
60000281,[光]物攻增強 Lv1,LIGHT ENHANCE,光屬性物理傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000281,
60000282,[光]物攻增強 Lv2,LIGHT ENHANCE,光屬性物理傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000282,
60000283,[光]物攻增強 Lv3,LIGHT ENHANCE,光屬性物理傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000283,
60000291,[暗]物攻增強 Lv1,DARK ENHANCE,暗屬性物理傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000291,
60000292,[暗]物攻增強 Lv2,DARK ENHANCE,暗屬性物理傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000292,
60000293,[暗]物攻增強 Lv3,DARK ENHANCE,暗屬性物理傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000293,
60000301,[火]魔攻增強 Lv1,FIRE ENHANCE,火屬性魔法傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000301,
60000302,[火]魔攻增強 Lv2,FIRE ENHANCE,火屬性魔法傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000302,
60000303,[火]魔攻增強 Lv3,FIRE ENHANCE,火屬性魔法傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000303,
60000311,[冰]魔攻增強 Lv1,ICE ENHANCE,冰屬性魔法傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000311,
60000312,[冰]魔攻增強 Lv2,ICE ENHANCE,冰屬性魔法傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000312,
60000313,[冰]魔攻增強 Lv3,ICE ENHANCE,冰屬性魔法傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000313,
60000321,[風]魔攻增強 Lv1,WIND ENHANCE,風屬性魔法傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000321,
60000322,[風]魔攻增強 Lv2,WIND ENHANCE,風屬性魔法傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000322,
60000323,[風]魔攻增強 Lv3,WIND ENHANCE,風屬性魔法傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000323,
60000331,[光]魔攻增強 Lv1,LIGHT ENHANCE,光屬性魔法傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000331,
60000332,[光]魔攻增強 Lv2,LIGHT ENHANCE,光屬性魔法傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000332,
60000333,[光]魔攻增強 Lv3,LIGHT ENHANCE,光屬性魔法傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000333,
60000341,[暗]魔攻增強 Lv1,DARK ENHANCE,暗屬性魔法傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000341,
60000342,[暗]魔攻增強 Lv2,DARK ENHANCE,暗屬性魔法傷害上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000342,
60000343,[暗]魔攻增強 Lv3,DARK ENHANCE,暗屬性魔法傷害上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000343,
60000351,[火]物魔攻增強 Lv1,FIRE ENHANCE,火屬性傷害上升效果0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000351,
60000352,[火]物魔攻增強 Lv2,FIRE ENHANCE,火屬性傷害上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000352,
60000353,[火]物魔攻增強 Lv3,FIRE ENHANCE,火屬性傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000353,
60000361,[冰]物魔攻增強 Lv1,ICE ENHANCE,冰屬性傷害上升效果0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000361,
60000362,[冰]物魔攻增強 Lv2,ICE ENHANCE,冰屬性傷害上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000362,
60000363,[冰]物魔攻增強 Lv3,ICE ENHANCE,冰屬性傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000363,
60000371,[風]物魔攻增強 Lv1,WIND ENHANCE,風屬性傷害上升效果0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000371,
60000372,[風]物魔攻增強 Lv2,WIND ENHANCE,風屬性傷害上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000372,
60000373,[風]物魔攻增強 Lv3,WIND ENHANCE,風屬性傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000373,
60000381,[光]物魔攻增強 Lv1,LIGHT ENHANCE,光屬性傷害上升效果0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000381,
60000382,[光]物魔攻增強 Lv2,LIGHT ENHANCE,光屬性傷害上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000382,
60000383,[光]物魔攻增強 Lv3,LIGHT ENHANCE,光屬性傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000383,
60000391,[暗]物魔攻增強 Lv1,DARK ENHANCE,暗屬性傷害上升效果0.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000391,
60000392,[暗]物魔攻增強 Lv2,DARK ENHANCE,暗屬性傷害上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000392,
60000393,[暗]物魔攻增強 Lv3,DARK ENHANCE,暗屬性傷害上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000393,
60000401,[火]物防增強 Lv1,FIRE PROTECT,火屬性物理防禦上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000401,
60000402,[火]物防增強 Lv2,FIRE PROTECT,火屬性物理防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000402,
60000403,[火]物防增強 Lv3,FIRE PROTECT,火屬性物理防禦上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000403,
60000411,[冰]物防增強 Lv1,ICE PROTECT,冰屬性物理防禦上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000411,
60000412,[冰]物防增強 Lv2,ICE PROTECT,冰屬性物理防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000412,
60000413,[冰]物防增強 Lv3,ICE PROTECT,冰屬性物理防禦上升效果5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000413,
60000421,[風]物防增強 Lv1,WIND PROTECT,風屬性物理防禦上升效果2%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000421,
