#ID,메인명,서브명,설명,스킬 효과값 표시 파라미터 번호,스킬 효과값 표시 기능 번호,스킬 효과값 표시시 걸리는 숫자,스킬 효과값 표시 타입,음성 번호,분류,종류,속성,직업 타입,물리or마법,코스트,우선도,,스킬 랭크,헤이트 배율,타겟,발동 타이밍,지속 턴,조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,속성 덱 콤보,기능,,,,,,,,
#,(P9/E12글자),(14글자),,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,1장별 배율 상승,발동 조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,우선도,기능ID,
60000323,[바람]마공증강 Lv3,윈드 인핸스,바람의 마법 대미지 상승 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000323,
60000331,[빛]마공증강 Lv1,라이트 인핸스,빛의 마법 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000331,
60000332,[빛]마공증강 Lv2,라이트 인핸스,빛의 마법 대미지 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000332,
60000333,[빛]마공증강 Lv3,라이트 인핸스,빛의 마법 대미지 상승 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000333,
60000341,[어둠]마공증강 Lv1,다크 인핸스,어둠의 마법 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000341,
60000342,[어둠]마공증강 Lv2,다크 인핸스,어둠의 마법 대미지 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000342,
60000343,[어둠]마공증강 Lv3,다크 인핸스,어둠의 마법 대미지 상승 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000343,
60000351,[불]물마공증강 Lv1,파이어 인핸스,불의 대미지 상승 효과를 0.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000351,
60000352,[불]물마공증강 Lv2,파이어 인핸스,불의 대미지 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000352,
60000353,[불]물마공증강 Lv3,파이어 인핸스,불의 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000353,
60000361,[얼음]물마공증강 Lv1,아이스 인핸스,얼음의 대미지 상승 효과를 0.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000361,
60000362,[얼음]물마공증강 Lv2,아이스 인핸스,얼음의 대미지 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000362,
60000363,[얼음]물마공증강 Lv3,아이스 인핸스,얼음의 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000363,
60000371,[바람]물마공증강 Lv1,윈드 인핸스,바람의 대미지 상승 효과를 0.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000371,
60000372,[바람]물마공증강 Lv2,윈드 인핸스,바람의 대미지 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000372,
60000373,[바람]물마공증강 Lv3,윈드 인핸스,바람의 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000373,
60000381,[빛]물마공증강 Lv1,라이트 인핸스,빛의 대미지 상승 효과를 0.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000381,
60000382,[빛]물마공증강 Lv2,라이트 인핸스,빛의 대미지 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000382,
60000383,[빛]물마공증강 Lv3,라이트 인핸스,빛의 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000383,
60000391,[어둠]물마공증강 Lv1,다크 인핸스,어둠의 대미지 상승 효과를 0.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000391,
60000392,[어둠]물마공증강 Lv2,다크 인핸스,어둠의 대미지 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000392,
60000393,[어둠]물마공증강 Lv3,다크 인핸스,어둠의 대미지 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000393,
60000401,[불]물방증강 Lv1,파이어 프로텍트,불의 물리 방어 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000401,
60000402,[불]물방증강 Lv2,파이어 프로텍트,불의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000402,
60000403,[불]물방증강 Lv3,파이어 프로텍트,불의 물리 방어 상승 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000403,
60000411,[얼음]물방증강 Lv1,아이스 프로텍트,얼음의 물리 방어 상승 효과를 2% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000411,
60000412,[얼음]물방증강 Lv2,아이스 프로텍트,얼음의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000412,
60000413,[얼음]물방증강 Lv3,아이스 프로텍트,얼음의 물리 방어 상승 효과를 5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60000413,
