10000028,NULL,,,,,1,,,,,,,,,,11,1,,,,,,,,,,NULL,,,,
10000029,NULL,,,,,,1,,,,,,,,,11,,1,,,,,,,,,NULL,,,,
10000030,NULL,,,,,,,1,,,,,,,,11,,,1,,,,,,,,NULL,,,,
10000031,NULL,,,,,,,,1,,,,,,,11,,,,1,,,,,,,NULL,,,,
10000032,NULL,,,,,,,,,1,,,,,,11,,,,,1,,,,,,NULL,,,,
10000033,NULL,,,,,,,,,,1,,,,,11,,,,,,1,,,,,NULL,,,,
10000034,NULL,,,,,,,,,,,1,,,,11,,,,,,,1,,,,NULL,,,,
10000035,NULL,,,,,,,,,,,,1,,,11,,,,,,,,1,,,NULL,,,,
10000036,NULL,,,,,,,,,,,,,1,,11,,,,,,,,,1,,NULL,,,,
10000037,NULL,,,,,,,,,,,,,,1,11,,,,,,,,,,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21000001,NULL,,,,,,,,1,,,1,,,1,11,,,,1,,,1,,,1,NULL,,,,
21000002,NULL,,,,,,,1,,,1,,,1,,11,,,1,,,1,,,1,,NULL,,,,
21000003,NULL,,,,,,,,,,,,,,1,11,,,,,,,,,,1,NULL,,,,
21000004,NULL,,,,,1,1,,1,,,,1,1,1,11,1,1,,1,,,,1,1,1,NULL,,,,
21000005,NULL,,,,,,,1,,,1,,,1,,11,,,1,,,1,,,1,,NULL,,,,
21000006,NULL,,,,,1,,,1,,,1,,,1,11,,1,,,1,,,1,,,PHYSIC_DAMAGE,1,,,
21000007,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
21000008,NULL,,,,,,,,,,,,1,1,1,11,,,,,,,,1,1,1,NULL,,,,
21000009,NULL,,,,,1,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
21000010,NULL,,,,,,,1,,,1,,,1,,11,,,1,,,1,,,1,,NULL,,,,
21000011,NULL,,,,,,,,,,,,,,1,11,,,,,,,,,,1,NULL,,,,
21000012,NULL,,,,,1,1,,1,1,,1,1,,1,11,1,1,,1,1,,1,1,,1,NULL,,,,
21000013,NULL,,,,,1,,,1,,,1,,,,11,1,,,1,,,1,,,,PHYSIC_DAMAGE,1,,,
21000014,NULL,,,,,,1,,,1,,,1,,,11,,1,,,1,,,1,,,MAGIC_DAMAGE,1,,,
21000015,NULL,,,,,1,1,1,,,1,,,1,1,11,1,1,1,,,1,,,1,1,NULL,,,,
21000016,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
21000017,NULL,,,,,,1,,,1,,,1,,1,11,,1,,,1,,,1,,1,NULL,,,,
21000018,NULL,,,,,,,,,,,,1,,,11,,,,,,,,1,,,NULL,,,,
21000019,NULL,,,,,,,,,,,,,,1,11,,,,,,,,,,1,NULL,,,,
21000020,NULL,,,,,1,1,,1,,1,,1,1,1,11,1,1,,1,,1,,1,1,1,NULL,,,,
21000022,NULL,,,,,,,1,,,1,,,,1,11,,,1,,,1,,,,1,NULL,,,,
21000023,NULL,,,,,,,,1,,,,1,,,11,,,,1,,,,1,,,NULL,,,,
21000024,NULL,,,,,,,1,,,,1,,,,11,,,1,,,,1,,,,NULL,,,,
21000025,NULL,,,,,1,,,,1,,,,,,11,1,,,,1,,,,,,NULL,,,,
21000027,NULL,,,,,1,,,,,1,,,,,11,1,,,,,1,,,,,NULL,,,,
21000028,NULL,,,,,,,,,1,,,,,1,11,,,,,1,,,,,1,NULL,,,,
21000029,PARTS_1_BREAK,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
21000030,PARTS_2_BREAK,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
21000031,PARTS_3_BREAK,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
21000032,NULL,,,,,,,1,,,1,,,1,1,11,,,1,,,1,,,1,1,NULL,,,,
21000033,NULL,,,,,,,,,,,,1,,,11,,,,,,,,1,,,NULL,,,,
21000034,NULL,,,,,,,,,,,,,,1,11,,,,,,,,,,1,NULL,,,,
21000035,NULL,,,,,,,,1,,,,1,,1,11,,,,1,,,,1,,1,NULL,,,,
21000036,NULL,,,,,1,1,,1,,1,,1,1,1,11,1,1,,1,,1,,1,1,1,NULL,,,,
21000037,NULL,,,,,1,,1,,1,,1,,1,1,11,1,,1,,1,,1,,1,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001101,NULL,,,,,,,,1,,,,1,,,11,,,,1,,,,1,,,NULL,,,,
30101112,NULL,,,,,1,1,,1,1,,1,1,,1,11,1,,1,1,,1,1,,1,,NULL,,,,
30101113,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30101114,PARTS_1_BREAK,,,,,,1,1,,1,1,,1,1,1,11,,1,1,,1,1,,1,1,1,NULL,,,,
30101121,NULL,,,,,1,,,1,,,1,,,1,11,1,,,1,,,1,,,1,NULL,,,,
30101122,NULL,,,,,1,,,1,,,1,,,1,11,1,,,1,,,1,,,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201111,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30201112,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,,NULL,,,,
30201113,NULL,0,50,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
30201114,NULL,,,,,,,,1,,,,1,,,11,,1,,,,1,,,,1,NULL,,,,
30201115,NULL,,,,,1,,,1,,,1,,,1,11,,,1,,,1,,,1,,NULL,,,,
30201116,NULL,,,,,,1,,,1,,1,,1,,11,,,1,,,1,,1,,1,NULL,,,,
30201117,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301111,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,,1,NULL,,,,
30301112,NULL,,,,,1,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
30301113,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
30301114,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401111,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
30401112,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30401113,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
30401114,NULL,,,,,,1,,,,1,,,,1,11,,,,1,,,,1,,,NULL,,,,
30401115,PARTS_1_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30401116,PARTS_2_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30401117,PARTS_ALL_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30401118,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30401119,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501111,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
30501112,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30501113,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
30501114,NULL,,,,,,1,,,,1,,,,1,11,,,,1,,,,1,,,NULL,,,,
30501115,PARTS_1_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30501116,PARTS_2_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30501117,PARTS_ALL_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30501118,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30501119,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30601111,NULL,0,40,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
30601112,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
30601113,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
30601114,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,4000,,,
30601115,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,4000,,,
30601116,NULL,0,40,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
30601117,NULL,0,40,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
30601118,NULL,,,,,,,,1,,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
30601119,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,6000,,,
30601120,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,6000,,,
30601121,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,10000,,,
30601122,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,10000,,,
30601123,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,20000,,,
30601124,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,20000,,,
30601125,NULL,0,40,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,10000,,,
30601126,NULL,0,40,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,10000,,,
30601127,NULL,0,60,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,20000,,,
30601128,NULL,0,60,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,20000,,,
30601129,NULL,,,,,,,,,,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701111,NULL,,,,,1,,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30701112,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,4000,,,
30701113,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,4000,,,
30701114,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30701115,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30701116,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,6000,,,
30701117,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,6000,,,
30701118,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,10000,,,
30701119,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,10000,,,
30701120,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,25000,,,
30701121,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,25000,,,
30701122,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801111,NULL,,,,,1,,,1,,,1,,,1,11,,,1,,,1,,,1,,NULL,,,,
30801112,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,4000,,,
30801113,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,4000,,,
30801114,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30801115,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
30801116,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,6000,,,
30801117,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,6000,,,
30801118,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,10000,,,
30801119,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,10000,,,
30801120,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,25000,,,
30801121,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,25000,,,
30801122,NULL,,,,,,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901111,NULL,,,,,1,,,,,,1,,,,11,1,,,,,1,,,,,NULL,,,,
30901112,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,,NULL,,,,
30901113,NULL,,,,,,,,1,,,1,,,1,11,,,1,,,1,,,1,,NULL,,,,
30901114,NULL,,,,,,,,1,,,1,,,1,11,,,1,,,1,,,1,,NULL,,,,
30901115,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,,1,NULL,,,,
30901116,NULL,,,,,,1,,1,1,,1,1,,,11,1,,1,1,,1,1,,,1,NULL,,,,
30901117,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NOT_TARGET,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001111,NULL,,,,,,,1,,,,1,,,,11,1,,,,1,,,,1,,NULL,,,,
31001112,NULL,,,,,1,,,,1,,,,1,,11,,,1,,,,1,,,,NULL,,,,
31001113,NULL,,,,,1,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
31001123,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,5000,,,
31001124,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,5000,,,
31001125,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31001133,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,10000,,,
31001134,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,10000,,,
31001135,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31001143,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,15000,,,
31001144,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,15000,,,
31001145,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31001151,NULL,,,,,,1,,1,,,,1,,,11,1,,,,1,,,,1,,NULL,,,,
31001152,NULL,,,,,1,,,,1,,,,1,,11,,,1,,,,1,,,,NULL,,,,
31001153,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,PHYSIC_DAMAGE,30000,,,
31001154,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,MAGIC_DAMAGE,30000,,,
31001155,NULL,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101101,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,10000,,,
31101102,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,10000,,,
31101103,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,5000,,,
31101104,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,5000,,,
31101105,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
31101106,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101107,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
31101108,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
31101109,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101110,NULL,,,,,,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101201,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,30000,,,
31101202,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,30000,,,
31101203,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,15000,,,
31101204,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,15000,,,
31101205,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
31101206,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,,NULL,,,,
31101207,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101208,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
31101209,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
31101210,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,1,,,
31101211,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101212,NULL,,,,,,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101301,NULL,,,,,,1,,,,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,50000,,,
31101302,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,50000,,,
31101303,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,25000,,,
31101304,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,25000,,,
31101305,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
31101306,PARTS_1_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31101307,PARTS_2_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31101308,PARTS_ALL_BREAK,,,,,,1,,1,,1,,1,,1,11,,1,,1,,1,,1,,1,NULL,,,,
31101309,NULL,,,,,1,1,,1,1,,1,1,,1,11,1,,1,1,,1,1,,1,1,NULL,,,,
31101310,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101311,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
31101312,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
31101313,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,MAGIC_DAMAGE,1,,,
31101314,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31101315,NULL,,,,,,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
31101316,NULL,,,,,,,,,1,,,,,,11,,,,,,,,,,,PHYSIC_DAMAGE,200000,,,
31101317,NULL,,,,,,,,,1,,,,,,11,,,,,,,,,,,MAGIC_DAMAGE,200000,,,
31101318,NULL,,,,,,,,,1,,,,,,11,,,,,,,,,,,NULL,,,,
31101319,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102101,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,10000,,,
31102102,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,10000,,,
31102103,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,5000,,,
31102104,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,5000,,,
31102105,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
31102106,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31102107,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,1,NULL,,,,
31102108,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,PHYSIC_DAMAGE,1,,,
31102109,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
31102110,NULL,,,,,,,1,,1,,1,,1,,11,1,,1,,1,,1,,1,,NULL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102201,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,30000,,,
31102202,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,30000,,,
31102203,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,PHYSIC_DAMAGE,15000,,,
31102204,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,MAGIC_DAMAGE,15000,,,
31102205,NULL,,,,,,1,,,1,,,1,,,11,1,,,1,,,1,,1,,NULL,,,,
31102206,NULL,,,,,,,1,,,1,,,1,,11,,1,,,1,,,1,,,NULL,,,,
31102207,NULL,,,,,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,NULL,,,,
